event_id,network,station,location,channel,p_polarity,takeoff,takeoff_uncertainty,azimuth,azimuth_uncertainty,sr_dist_km
nc73502030,NC,MLC,,EHZ,-1,118.0,,313.0,,10.183231378028
nc73502030,NC,MMLB,,HHZ,-1,103.0,,313.0,,17.85790521196
nc73502095,NC,MCS,,EHZ,-1,160.0,,298.4,,0.3603827571106
nc73502095,NC,MCB,,HHZ,-1,146.0,,154.7,,1.0982722900282
nc73502095,NC,MDH1,1.0,DP1,1,111.0,,348.7,,2.99114352554
nc73502095,NC,MLC,,EHZ,1,108.0,,194.1,,4.72022463417
nc73502095,NC,MCO,,EHZ,-1,110.0,,137.9,,5.149437050846
nc73502095,NC,MDR,2.0,EHZ,-1,57.0,,106.3,,6.094593926946
nc73502095,CI,MLAC,,HHZ,1,54.0,,113.8,,6.375917091244
nc73502095,NC,MLH,,EHZ,1,46.0,,69.9,,8.188394394824
nc73502125,NC,MDR,2.0,EHZ,1,156.0,,75.9,,3.0289498005840003
nc73502125,NC,MLC,,EHZ,-1,146.0,,242.3,,4.596798265644
nc73502125,NC,MDH1,1.0,DP1,-1,135.0,,327.1,,6.413723366288
nc73502125,NC,MLH,,EHZ,1,132.0,,42.2,,7.096460215612001
nc73502145,NC,MMX1,,HN3,1,114.0,,233.3,,7.613516624302001
nc73502145,NC,MCV,,EHZ,-1,108.0,,144.4,,9.29033611743
nc73502145,NC,MMP,,EHZ,1,96.0,,246.2,,13.32115220668
nc73502145,NC,MDPB,,HHZ,1,95.0,,260.3,,16.91274833586
nc73502145,NC,MCO,,EHZ,-1,129.0,,150.8,,4.965965421956
nc73502145,NC,MCS,,EHZ,1,163.0,,255.5,,1.391048531766
nc73502145,NC,MDR,2.0,EHZ,-1,127.0,,114.8,,5.30955774515
nc73502145,NC,MEM,,EHZ,1,133.0,,281.7,,4.438901469872
nc73502145,NC,MLC,,EHZ,1,125.0,,203.2,,5.544179040276
nc73502145,NC,MMLB,,HHZ,1,114.0,,270.9,,7.81700333998
nc73502295,NC,MCV,,EHZ,1,165.0,,34.2,,2.489654406574
nc73502295,NC,MCO,,EHZ,1,149.0,,343.3,,5.505260815966
nc73502295,NC,MDR,2.0,EHZ,1,140.0,,6.2,,7.421149401284
nc73502295,NC,MLC,,EHZ,1,139.0,,306.1,,7.6724499354
nc73502295,NC,MMT,,EHZ,1,98.0,,233.7,,36.70544527066
nc73502320,NC,MLI,,HHZ,-1,153.0,,48.8,,1.650132710744
nc73502320,NC,MINS,,HHZ,-1,124.0,,319.5,,3.918509213384
nc73502320,NC,MDPB,,HHZ,1,122.0,,278.0,,4.220959413736
nc73502320,NC,MMLB,,HHZ,1,110.0,,52.5,,5.875539921544
nc73502320,NC,MMX1,,HN3,1,107.0,,99.8,,6.472656677386
nc73502320,NC,MDC,2.0,EHZ,1,98.0,,354.6,,9.220283313672
nc73502320,NC,MLC,,EHZ,1,95.0,,99.1,,10.436755810676
nc73502320,NC,MCB,,HHZ,1,90.0,,80.7,,12.08688852142
nc73502320,NC,MCV,,EHZ,-1,84.0,,102.9,,18.38052136698
nc73502320,NC,MCY,,EHZ,-1,151.0,,8.1,,1.785790521196
nc73502320,NC,MDY,,HHZ,-1,125.0,,26.8,,3.865135648616
nc73502590,NC,MMP,,EHZ,-1,90.0,,343.4,,13.63249800116
nc73502590,NC,MLC,,EHZ,1,89.0,,24.5,,14.66661081854
nc73502590,NC,MCV,,EHZ,1,85.0,,51.4,,17.52432043216
nc73502590,NC,MCO,,EHZ,1,85.0,,37.2,,17.724471300039998
nc73502590,NC,MMT,,EHZ,-1,82.0,,233.2,,21.53845728242
nc73502590,NC,MDPB,,HHZ,-1,85.0,,331.8,,17.679993329400002
nc73502590,NC,MINS,,HHZ,-1,84.0,,339.5,,19.1811248385
nc73502590,NC,MMI,,EHZ,1,70.0,,263.4,,67.67323232876001
nc73502690,NC,MMX1,,HN3,-1,123.0,,352.7,,11.79778171226
nc73502690,NC,MQ1P,,EHZ,1,118.0,,328.4,,13.19883778742
nc73502690,NC,MCV,,EHZ,-1,118.0,,48.9,,13.276674236040002
nc73502690,NC,MCB,,HHZ,-1,116.0,,15.3,,15.27818291484
nc73502690,CI,MLAC,,HHZ,1,115.0,,35.5,,16.1788618203
nc73502690,NC,MCS,,EHZ,-1,115.0,,11.5,,16.22333979094
nc73502690,NC,MMLB,,HHZ,-1,114.0,,348.9,,16.679238989999998
nc73502690,NC,MDR,2.0,EHZ,-1,114.0,,33.8,,16.9016288432
nc73502690,NC,MEM,,EHZ,-1,114.0,,0.8,,17.135138189059997
nc73502690,NC,MDPB,,HHZ,-1,113.0,,318.1,,18.02469760186
nc73502690,NC,MDH,,HNZ,-1,112.0,,9.1,,18.89201802934
nc73502690,NC,MLH,,EHZ,-1,107.0,,31.2,,21.683010687
nc73502690,NC,MMT,,EHZ,1,103.0,,234.3,,25.81946195652
nc73502690,NC,MTU,2.0,EHZ,1,96.0,,117.6,,37.9174699706
nc73502690,NC,MFB,,EHZ,1,94.0,,101.3,,46.35716489954
nc73502690,NC,MMI,,EHZ,1,90.0,,262.0,,71.6095327304
nc73502690,NC,MHD,,EHZ,1,87.0,,242.8,,95.10502072098
nc73502690,NC,MPR,,EHZ,1,87.0,,289.4,,99.97535850606
nc73502690,NC,MCO,,EHZ,-1,118.0,,30.5,,13.8437683617
nc73502690,NC,MLC,,EHZ,-1,125.0,,12.2,,11.40859946916
nc73502690,NC,MLM,,EHZ,-1,105.0,,359.1,,24.0181041456
nc73502690,NC,MMP,,EHZ,-1,118.0,,325.2,,13.276674236040002
nc73502830,NC,MLC,,EHZ,-1,90.0,,11.3,,13.0654038755
nc73502830,NC,MCV,,EHZ,1,92.0,,44.3,,14.53317690662
nc73502830,NC,MMP,,EHZ,-1,92.0,,329.4,,14.59989386258
nc73502830,NC,MMT,,EHZ,1,81.0,,237.2,,24.76311015382
nc73502830,NC,MBUB,1.0,HNZ,-1,72.0,,274.3,,100.2422263299
nc73502830,NC,MPR,,EHZ,1,72.0,,290.3,,100.39789922714
nc73502870,NC,MTU,2.0,EHZ,1,114.0,,99.2,,21.04919960538
nc73502870,NC,MCV,,EHZ,-1,111.0,,353.2,,23.09518625482
nc73502870,NC,MCO,,EHZ,-1,108.0,,347.6,,26.76461883262
nc73502870,NC,MLC,,EHZ,-1,107.0,,337.9,,27.420668899560003
nc73502870,NC,MDR,2.0,EHZ,-1,106.0,,353.2,,28.443662224280004
nc73502870,NC,MMT,,EHZ,1,103.0,,268.7,,33.82549667172
nc73502870,NC,MLH,,EHZ,-1,103.0,,357.4,,32.780264361680004
nc73502870,NC,MDPB,,HHZ,1,101.0,,318.2,,37.17246396238
nc73502870,NC,MMI,,EHZ,1,90.0,,273.0,,83.86321364172
nc73502965,NC,MCB,,HHZ,1,165.0,,307.5,,1.259838518378
nc73502965,NC,MCS,,EHZ,-1,150.0,,317.3,,2.62976001409
nc73502965,NC,MCO,,EHZ,-1,148.0,,136.0,,2.861045461418
nc73502965,NC,MLC,,EHZ,-1,138.0,,222.9,,3.8540161559560007
nc73502965,NC,MDR,2.0,EHZ,1,134.0,,89.3,,4.38108010804
nc73502965,CI,MLAC,,HHZ,1,134.0,,100.6,,4.440013419138
nc73502965,NC,MDH,,HNZ,-1,128.0,,336.4,,5.121638319195999
nc73502965,NC,MEM,,EHZ,-1,125.0,,303.6,,5.74321795889
nc73502965,NC,MMX1,,EP1,-1,118.0,,250.9,,6.935227572042001
nc73502965,NC,MCV,,EHZ,-1,117.0,,136.7,,7.24990921432
nc73502965,NC,MLH,,EHZ,1,115.0,,53.7,,7.714704007508
nc73502965,NC,MMLB,,HHZ,1,111.0,,286.3,,8.598703673978
nc73502965,NC,MDY,,HHZ,1,102.0,,281.6,,11.40859946916
nc73502965,NC,MLM,,EHZ,-1,102.0,,331.8,,11.41971896182
nc73502965,NC,MLI,,HHZ,1,101.0,,269.6,,11.68658678566
nc73502965,NC,MQ1P,,EHZ,1,96.0,,257.1,,12.29815888196
nc73502965,NC,MCY,,EHZ,1,96.0,,272.8,,12.69846061772
nc73502965,NC,MMP,,EHZ,1,96.0,,256.3,,13.0098064122
nc73502965,NC,MINS,,HHZ,1,96.0,,276.7,,15.58952870932
nc73502965,NC,MDC,2.0,EHZ,1,96.0,,300.3,,15.9564719671
nc73502965,NC,MDPB,,HHZ,1,95.0,,268.1,,17.1240186964
nc73502965,NC,MRC,,EHZ,1,77.0,,83.0,,33.6364652965
nc73502965,NC,MMT,,EHZ,1,76.0,,221.8,,38.9738217733
nc73502965,BK,OVRO,0.0,HHZ,-1,76.0,,130.2,,69.87489187544
nc73502965,NC,MMI,,EHZ,1,75.0,,252.5,,79.63780643092
nc73502965,CI,TIN,,HHZ,1,75.0,,138.0,,86.97667158652
nc73502965,BK,TOLH,0.0,HHZ,1,75.0,,212.9,,90.89073300284
nc73502965,NC,MPR,,EHZ,1,75.0,,280.9,,101.22074168398
nc73502965,NC,MHD,,EHZ,1,75.0,,237.3,,106.45802272684
nc73502965,NN,WAK,,HHZ,1,75.0,,333.5,,107.75900336806
nc73502965,BK,BUCR,0.0,HHZ,1,75.0,,272.4,,111.6397063064
nc73502965,BK,LEGD,0.0,HHZ,1,75.0,,247.5,,121.3136649206
nc73502965,NC,MGS,1.0,EHZ,-1,75.0,,226.9,,126.0950467644
nc73502965,BK,WINE,0.0,HHZ,-1,75.0,,220.4,,140.661582149
nc73502965,BK,MERC,0.0,HHZ,-1,75.0,,259.2,,141.8847263416
nc73502965,BK,LIND,0.0,HHZ,-1,74.0,,186.1,,143.3302603874
nc73503015,NC,MDPB,,HHZ,-1,175.0,,211.5,,1.463325234056
nc73503015,NC,MCO,,EHZ,1,131.0,,98.4,,18.53619426422
nc73503015,NC,MINS,,HHZ,1,175.0,,36.9,,1.427742857544
nc73503015,NC,MCY,,EHZ,-1,167.0,,91.0,,3.666096730002
nc73503015,NC,MMP,,EHZ,1,162.0,,135.5,,5.272863419371999
nc73503015,NC,MQ1P,,EHZ,1,161.0,,128.1,,5.533059547616
nc73503015,NC,MDC,2.0,EHZ,-1,154.0,,19.0,,7.774749267872
nc73503015,NC,MMLB,,HHZ,-1,153.0,,77.8,,8.26734279271
nc73503015,NC,MEM,,EHZ,-1,143.0,,77.7,,11.82002069758
nc73503015,NC,MLC,,EHZ,1,138.0,,104.3,,14.15511415618
nc73503015,NC,MCB,,HHZ,1,136.0,,89.6,,15.3448998708
nc73503015,NC,MDR,2.0,EHZ,1,127.0,,91.6,,20.7378538109
nc73503015,NC,MCV,,EHZ,1,125.0,,105.5,,22.13890988606
nc73503015,NC,MMT,,EHZ,-1,115.0,,197.9,,31.21241589662
nc73503015,NC,MMI,,EHZ,-1,99.0,,247.5,,64.48193793534
nc73503015,NC,MHD,,EHZ,-1,93.0,,231.5,,93.5149332706
nc73503080,NC,MCB,,HHZ,-1,158.0,,293.7,,1.219808344802
nc73503080,NC,MCO,,EHZ,-1,133.0,,141.3,,2.99114352554
nc73503080,NC,MLC,,EHZ,-1,120.0,,221.5,,4.138675168052001
nc73503080,NC,MDR,2.0,EHZ,1,119.0,,93.0,,4.268773232174
nc73503080,NC,MCV,,EHZ,-1,101.0,,138.9,,7.375559481378
nc73503080,NC,MLH,,EHZ,1,101.0,,54.8,,7.456731777796
nc73503080,NC,MBS1,,EP1,1,89.0,,338.5,,14.455340458
nc73503300,NP,1576,10.0,HNZ,1,132.0,,30.4,,5.69873998825
nc73503300,NC,MMX1,,HN3,-1,97.0,,303.7,,18.458357815600003
nc73503300,NC,MDH,,HNZ,1,95.0,,327.7,,20.30419359716
nc73503300,NC,MDH1,1.0,DP1,-1,95.0,,327.7,,20.30419359716
nc73503300,NC,MEM,,EHZ,-1,94.0,,319.1,,20.72673431824
nc73503300,NC,MQ1P,,EHZ,-1,90.0,,295.1,,22.98399132822
nc73503300,NC,MMP,,EHZ,1,90.0,,293.7,,23.43989052728
nc73503300,NC,MTU,2.0,EHZ,-1,92.0,,134.2,,27.420668899560003
nc73503300,NC,MINS,,HHZ,1,92.0,,300.6,,28.19903338576
nc73503300,NC,MRC,,EHZ,1,93.0,,56.0,,29.60008946092
nc73503300,NC,MBS1,,EP1,-1,93.0,,331.9,,29.6890454022
nc73503300,NC,MMT,,EHZ,1,83.0,,244.6,,38.61799800818
nc73503300,NC,MMI,,EHZ,1,82.0,,262.4,,85.58673500402001
nc73503300,BK,TOLH,0.0,HHZ,1,82.0,,222.4,,86.44293593884
nc73503300,NC,MHD,,EHZ,1,82.0,,245.5,,108.28161952308
nc73503300,NC,MPR,,EHZ,1,82.0,,286.4,,112.7516555724
nc73503300,CI,MLAC,,HHZ,-1,102.0,,339.1,,12.46495127186
nc73503300,NC,MCB,,HHZ,-1,99.0,,323.5,,16.47908812212
nc73503300,NC,MCO,,EHZ,-1,102.0,,326.8,,12.44271228654
nc73503300,NC,MCS,,EHZ,-1,98.0,,323.7,,17.88014419728
nc73503300,NC,MCV,,EHZ,-1,119.0,,331.9,,8.149476170514
nc73503300,NC,MDPB,,HHZ,1,92.0,,294.8,,28.54373765822
nc73503300,NC,MDR,2.0,EHZ,-1,102.0,,340.5,,13.26555474338
nc73503300,NC,MLC,,EHZ,-1,101.0,,310.2,,14.977956613019998
nc73503300,NC,MLH,,EHZ,-1,99.0,,351.3,,17.20185514502
nc73503300,NC,MMLB,,HHZ,-1,90.0,,311.2,,22.63928705576
nc73503310,NC,MCV,,EHZ,-1,142.0,,317.7,,4.44223731767
nc73503310,CI,MLAC,,HHZ,-1,120.0,,335.1,,8.537546464348
nc73503310,NC,MCO,,EHZ,-1,118.0,,317.5,,8.832213019838001
nc73503310,NC,MLC,,EHZ,1,104.0,,298.5,,12.05353004344
nc73503310,NC,MCB,,HHZ,-1,103.0,,316.2,,12.93196996358
nc73503310,NC,MCS,,EHZ,1,102.0,,317.2,,14.32190654608
nc73503310,NC,MMX1,,HN3,1,101.0,,293.5,,15.83415754784
nc73503310,NC,MMP,,EHZ,1,93.0,,285.0,,21.33830641454
nc73503310,NC,MDPB,,HHZ,1,90.0,,287.8,,26.33095861888
nc73503310,NC,MDC,2.0,EHZ,-1,90.0,,307.4,,27.3539519436
nc73503310,NC,MMT,,EHZ,-1,88.0,,239.0,,39.6965887962
nc73503310,NC,MDR,2.0,EHZ,-1,116.0,,337.4,,9.319246798346
nc73503360,NC,MCV,,EHZ,1,91.0,,25.9,,9.309239254952
nc73503360,NC,MLC,,EHZ,-1,87.0,,342.0,,11.37524099118
nc73503360,NC,MCO,,EHZ,-1,87.0,,5.4,,11.63098932236
nc73503360,NC,MDR,2.0,EHZ,1,87.0,,14.2,,14.1217556782
nc73503360,NC,MCB,,HHZ,-1,86.0,,352.5,,14.52205741396
nc73503360,NC,MMP,,EHZ,-1,83.0,,308.1,,17.1796161597
nc73503520,NC,MDR,2.0,EHZ,1,102.0,,2.2,,7.067549534696001
nc73503520,NC,MLC,,EHZ,-1,99.0,,302.0,,7.935981911442
nc73503520,NC,MINS,,HHZ,-1,81.0,,294.4,,21.49397931178
nc73503520,NC,MDPB,,HHZ,1,81.0,,287.0,,22.1833878567
nc73503520,NC,MCB,,HHZ,-1,96.0,,326.8,,9.303679508622
nc73503520,NC,MCO,,EHZ,-1,110.0,,337.0,,5.389618092302
nc73503520,NC,MCV,,EHZ,1,146.0,,26.5,,1.949247063298
nc73503625,NC,MCV,,EHZ,1,119.0,,28.1,,8.924504808916
nc73503625,NC,MLC,,EHZ,-1,113.0,,341.9,,10.861520430288
nc73503625,NC,MCO,,EHZ,-1,112.0,,6.3,,11.15285113798
nc73503625,NP,1576,10.0,HNZ,1,105.0,,62.8,,12.309278374620002
nc73503625,CI,MLAC,,HHZ,-1,105.0,,16.2,,12.8430140223
nc73503625,NC,MDR,2.0,EHZ,-1,104.0,,15.3,,13.6769759718
nc73503625,NC,MCB,,HHZ,-1,104.0,,352.8,,14.0105607516
nc73503625,NC,MCS,,EHZ,-1,103.0,,350.4,,15.27818291484
nc73503625,NC,MQ1P,,EHZ,-1,102.0,,309.3,,16.4568491368
nc73503625,NC,MMP,,EHZ,-1,102.0,,307.0,,16.76819493128
nc73503625,NC,MEM,,EHZ,-1,101.0,,341.3,,17.224094130340003
nc73503625,NC,MMLB,,HHZ,-1,100.0,,330.0,,17.969100138559998
nc73503625,NC,MLI,,HHZ,-1,100.0,,316.5,,18.04693658718
nc73503625,NC,MDH,,HNZ,-1,100.0,,351.0,,18.04693658718
nc73503625,NC,MLH,,EHZ,1,100.0,,17.1,,18.513955278900003
nc73503625,NC,MCY,,EHZ,-1,99.0,,315.8,,19.22560280914
nc73503625,NC,MDY,,HHZ,-1,98.0,,322.4,,19.50359012564
nc73503625,NC,MDPB,,HHZ,-1,94.0,,305.2,,21.86092256956
nc73503625,NC,MINS,,HHZ,-1,94.0,,312.8,,22.08331242276
nc73503625,NC,MLM,,EHZ,-1,92.0,,345.1,,23.99586516028
nc73503625,NC,MDC,2.0,EHZ,-1,91.0,,325.6,,25.6860280446
nc73503625,NC,MBS1,,EP1,1,90.0,,347.5,,27.50962484084
nc73503625,NC,MMT,,EHZ,1,90.0,,239.3,,31.15681843332
nc73503625,NC,MTU,2.0,EHZ,-1,90.0,,123.6,,33.31400000936
nc73503625,NC,MRC,,EHZ,1,91.0,,62.1,,36.89447664588
nc73503625,NC,MFB,,EHZ,1,88.0,,104.0,,40.8641355255
nc73503625,NP,1587,10.0,HNZ,-1,88.0,,82.6,,56.99851937516
nc73503625,BK,OVRO,0.0,BHZ,1,87.0,,121.3,,61.57975035108
nc73503625,NC,MMI,,EHZ,1,86.0,,262.0,,77.49174434753999
nc73503625,NN,LHV,,HHZ,-1,86.0,,21.7,,87.61048266814001
nc73503625,WR,FRI,,EHZ,1,85.0,,231.7,,94.13762485956
nc73503625,BK,HELL,0.0,HHZ,-1,85.0,,187.9,,94.02642993296
nc73503625,NC,MHD,,EHZ,1,85.0,,243.9,,100.6870060363
nc73503625,NC,MPR,,EHZ,1,85.0,,287.9,,105.23487853424
nc73503625,BK,BUCR,0.0,HHZ,-1,84.0,,279.1,,113.7524099118
nc73503625,BK,LEGD,0.0,HHZ,1,84.0,,253.6,,117.6442323428
nc73503625,NC,MGS,1.0,EHZ,1,84.0,,231.8,,118.2002069758
nc73503625,GS,MCA04,0.0,HHZ,1,84.0,,58.5,,120.09052072800002
nc73503625,NN,WAK,,HHZ,1,84.0,,336.0,,119.9793258014
nc73503625,BK,LIND,0.0,HHZ,-1,84.0,,187.1,,130.4316489018
nc73503625,CI,CWC,,HHZ,-1,83.0,,149.2,,139.2160481032
nc73503625,BK,MERC,0.0,BHZ,1,83.0,,264.6,,140.7727770756
nc73503625,CI,CGO,,HHZ,-1,83.0,,138.2,,143.8862350204
nc73503625,CI,SPG2,,HHZ,1,83.0,,176.1,,146.6661081854
nc73503625,BK,WELL,0.0,HHZ,-1,80.0,,302.8,,191.7000534584
nc73503625,NC,HSL,2.0,EHZ,-1,82.0,,254.8,,203.7091055312
nc73503625,CI,WNM,,EHZ,1,77.0,,154.8,,205.3770294302
nc73503625,CI,WOR,,HHZ,-1,64.0,,164.2,,210.158411274
nc73503625,NC,MMX1,,EP1,1,105.0,,326.2,,13.10988184614
nc73503630,NC,MCV,,EHZ,-1,106.0,,30.0,,9.841862953366
nc73503630,NC,MLC,,EHZ,-1,102.0,,346.3,,11.286285049900002
nc73503630,NC,MCO,,EHZ,-1,99.0,,9.4,,11.88673765354
nc73503630,CI,MLAC,,HHZ,1,95.0,,18.4,,13.6769759718
nc73503630,NC,MDR,2.0,EHZ,-1,95.0,,17.3,,14.49981842864
nc73503630,NC,MMP,,EHZ,1,95.0,,310.3,,16.60140254138
nc73503630,NC,MLH,,EHZ,-1,85.0,,18.5,,19.35903672106
nc73503630,NC,MMT,,EHZ,1,79.0,,239.7,,30.20054206456
nc73503705,NC,MCS,,EHZ,-1,151.0,,317.0,,2.616416622898
nc73503705,NC,MLC,,EHZ,-1,139.0,,222.7,,3.868471496414
nc73503705,CI,MLAC,,HHZ,1,135.0,,100.8,,4.443349266936
nc73503705,NC,MMX1,,HN3,1,119.0,,250.8,,6.940787318372
nc73503705,NC,MCV,,EHZ,-1,118.0,,136.8,,7.263252605512
nc73503705,NC,MLH,,EHZ,1,116.0,,53.8,,7.703584514847999
nc73503705,NC,MMLB,,HHZ,-1,112.0,,286.2,,8.594255876914
nc73503705,NC,MQ1P,,EHZ,1,97.0,,257.0,,12.309278374620002
nc73503705,NC,MMP,,EHZ,1,97.0,,256.2,,13.02092590486
nc73503705,NC,MINS,,HHZ,1,96.0,,276.7,,15.58952870932
nc73503705,NC,MDPB,,HHZ,1,96.0,,268.0,,17.1240186964
nc73503705,NC,MMT,,EHZ,1,77.0,,221.8,,38.98494126596
nc73503705,NC,MCO,,EHZ,-1,148.0,,136.3,,2.87438885261
nc73503705,NC,MDR,2.0,EHZ,1,135.0,,89.6,,4.38108010804
nc73503765,NC,MDR,2.0,EHZ,-1,174.0,,195.3,,0.7339977104866
nc73503765,CI,MLAC,,HHZ,-1,167.0,,187.6,,1.58452770405
nc73503765,NC,MCO,,EHZ,-1,151.0,,222.5,,3.820657677976
nc73503765,NC,MLH,,EHZ,1,149.0,,23.4,,4.140899066584001
nc73503765,NC,MCV,,EHZ,-1,138.0,,176.2,,6.0412203621780005
nc73503765,NC,MCS,,EHZ,1,136.0,,280.5,,6.469320829588001
nc73503765,NC,MDH1,1.0,DP1,-1,130.0,,300.8,,7.710256210444
nc73503765,NC,MLC,,EHZ,-1,128.0,,243.5,,8.04495293951
nc73503765,NC,MMP,,EHZ,-1,106.0,,257.4,,17.64663485142
nc73503820,NC,MCO,,EHZ,-1,100.0,,6.5,,12.80965554432
nc73503820,NC,MMX1,,HN3,-1,99.0,,330.6,,14.38862350204
nc73503820,NC,MDR,2.0,EHZ,1,98.0,,14.5,,15.32266088548
nc73503820,NC,MQ1P,,EHZ,-1,97.0,,314.0,,17.379767027579998
nc73503820,NC,MMP,,EHZ,-1,97.0,,311.7,,17.624395866100002
nc73503820,NC,MINS,,HHZ,-1,93.0,,316.2,,23.06182777684
nc73503820,NC,MDC,2.0,EHZ,-1,83.0,,328.0,,26.93141122252
nc73503820,NC,MMT,,EHZ,1,82.0,,241.8,,30.133825108600004
nc73503820,CI,MLAC,,HHZ,-1,99.0,,15.3,,14.48869893598
nc73503820,NC,MCV,,EHZ,1,108.0,,25.0,,10.503472766636
nc73503820,NC,MDPB,,HHZ,-1,92.0,,309.0,,22.66152604108
nc73503820,NC,MLC,,EHZ,-1,100.0,,345.3,,12.37599533058
nc73503865,NC,MDR,2.0,EHZ,-1,174.0,,201.8,,0.6427066757480001
nc73503865,NC,MCO,,EHZ,-1,151.0,,224.1,,3.770619961006001
nc73503865,NC,MLH,,EHZ,1,148.0,,22.2,,4.226519160066
nc73503865,NC,MCB,,HHZ,1,140.0,,271.2,,5.62090353963
nc73503865,NC,MCV,,EHZ,-1,138.0,,176.5,,5.927801537046
nc73503865,NC,MCS,,EHZ,-1,135.0,,281.4,,6.5338138870160005
nc73503865,NC,MDH1,1.0,DP1,-1,129.0,,301.3,,7.804771898054001
nc73503865,NC,MLC,,EHZ,-1,128.0,,244.4,,8.036057345382
nc73503865,NC,MMP,,EHZ,-1,106.0,,257.8,,17.65775434408
nc73503920,NC,MCV,,EHZ,-1,146.0,,311.5,,4.623485048028
nc73503920,NC,MCO,,EHZ,1,125.0,,314.3,,9.002341257536001
nc73503920,NC,MDR,2.0,EHZ,-1,124.0,,334.2,,9.311463153484
nc73503920,NC,MLC,,EHZ,1,112.0,,296.6,,12.37599533058
nc73503920,NC,MLH,,EHZ,-1,111.0,,350.3,,13.07652336816
nc73503920,NC,MCB,,HHZ,1,111.0,,314.0,,13.10988184614
nc73503920,NC,MCS,,EHZ,-1,110.0,,315.2,,14.48869893598
nc73503920,NC,MMX1,,HN3,1,108.0,,292.1,,16.18998131296
nc73503920,NC,MEM,,EHZ,-1,107.0,,311.1,,17.53543992482
nc73503920,NC,MINS,,HHZ,1,98.0,,293.1,,25.99737383908
nc73503920,NC,MDPB,,HHZ,1,98.0,,287.0,,26.720140861980003
nc73503920,NC,MMT,,EHZ,-1,92.0,,239.0,,40.21920495122
nc73504030,NC,MLC,,EHZ,-1,152.0,,233.5,,3.999681509802
nc73504030,NC,MCV,,EHZ,-1,139.0,,137.8,,6.523806343622
nc73504030,NC,MLH,,EHZ,1,134.0,,48.3,,7.535680175682
nc73504030,NC,MINS,,HHZ,1,111.0,,278.1,,16.2344592836
nc73504030,NC,MDPB,,HHZ,-1,109.0,,269.6,,17.70223231472
nc73504035,NC,MCB,,HHZ,-1,164.0,,324.0,,1.772447130004
nc73504035,NC,MLC,,EHZ,-1,150.0,,231.1,,3.4325873841420003
nc73504035,NC,MDR,2.0,EHZ,-1,143.0,,80.6,,4.395535448498
nc73504035,NC,MDH,,HNZ,1,135.0,,338.7,,5.75433745155
nc73504035,NC,MDH1,1.0,DP1,-1,135.0,,338.7,,5.75433745155
nc73504035,NC,MEM,,EHZ,1,132.0,,308.6,,6.170206477034
nc73504035,NC,MCV,,EHZ,-1,129.0,,133.1,,6.74953204462
nc73504035,NC,MMX1,,HN3,1,129.0,,256.4,,6.790674167462
nc73504035,NC,MMLB,,HHZ,1,120.0,,290.4,,8.850004208094
nc73504035,NC,MMP,,EHZ,1,105.0,,259.2,,12.92085047092
nc73504035,NC,MBS1,,EP1,1,103.0,,340.0,,15.31154139282
nc73504035,NC,MINS,,HHZ,1,103.0,,279.1,,15.72296262124
nc73504035,NC,MDC,2.0,EHZ,1,102.0,,302.2,,16.334534717540002
